Text,Emotion
We can discuss this calmly and logically.!,Calm
"That’s so dirty, I can’t touch it.",Disgust
This is making me so angry!.,Angry
This is making me so angry!.,Angry
I'm absolutely delighted with the results!...,Happy
Let’s just focus on finding a solution..,Calm
I'm shocked by this unexpected news!!,Surprised
"Oh wow, this is unbelievable!!",Surprised
I'm so excited about this new project!...,Happy
It doesn’t really bother me either way....,Calm
I’m really scared right now.!,Fear
Everything is going better than I expected!!,Happy
Life feels so empty without them.!!,Sad
I can’t believe this just happened!!,Surprised
I'm feeling really down today.!!,Sad
I’m not sure I can handle this situation.,Fear
I’m terrified of what might happen.!!,Fear
This place is giving me chills.!,Fear
"That seems fair, I agree....",Calm
I feel nauseous just thinking about it.!,Disgust
This place is giving me chills.,Fear
This is making me so angry!,Angry
I never imagined it would turn out like this!,Surprised
Let’s just focus on finding a solution....,Calm
"I can’t stop crying, it hurts so much.!",Sad
This place is giving me chills....,Fear
"What a wonderful day, I feel great!.",Happy
"I can't stand this anymore, it's frustrating!",Angry
"No way, are you serious?",Surprised
I'm heartbroken about what happened.!!,Sad
"I can’t stop shaking, I’m so nervous!",Fear
"That’s so dirty, I can’t touch it.!",Disgust
Everything is going better than I expected!...,Happy
I feel like something bad is going to happen.!,Fear
I feel on top of the world today!!!,Happy
I feel nauseous just thinking about it.!!,Disgust
It doesn’t really bother me either way..,Calm
I’m okay with whatever you decide.!,Calm
I never imagined it would turn out like this!,Surprised
This caught me totally off guard!,Surprised
I'm so excited about this new project!...,Happy
I can’t believe this just happened!,Surprised
I never imagined it would turn out like this!.,Surprised
"I can’t stop crying, it hurts so much.!",Sad
That was completely out of the blue!,Surprised
I feel like something bad is going to happen.!!,Fear
I feel on top of the world today!!,Happy
Yay! We won the competition!...,Happy
"My heart is racing, I can’t calm down!!!",Fear
This party is so much fun!!!,Happy
This is such a sad situation..,Sad
This is the worst thing I’ve ever experienced.!!,Disgust
"Please don’t leave me alone, I’m afraid..",Fear
I feel so lonely and depressed....,Sad
"Wow, I did not expect that at all!",Surprised
I’m really scared right now.!,Fear
I’m feeling relaxed and at peace..,Calm
"Wow, I did not expect that at all!",Surprised
Everything is going better than I expected!.,Happy
"Ugh, this makes me feel sick....",Disgust
"Wow, I did not expect that at all!",Surprised
"Please don’t leave me alone, I’m afraid....",Fear
"Ugh, this makes me feel sick.!",Disgust
I can’t stand the sight of this.!,Disgust
I feel like something bad is going to happen..,Fear
This party is so much fun!!,Happy
I'm so furious about this injustice!,Angry
This is such a sad situation.!!,Sad
Let’s take it one step at a time.!!,Calm
"That seems fair, I agree.!!",Calm
"My heart is racing, I can’t calm down!!!",Fear
I feel on top of the world today!,Happy
"I can’t stop shaking, I’m so nervous!!",Fear
"Please don’t leave me alone, I’m afraid.!",Fear
How dare you treat me like this!!,Angry
I’m okay with whatever you decide.,Calm
I can’t stand the sight of this.,Disgust
Why would anyone do something so gross?...,Disgust
This situation is driving me crazy!...,Angry
I never imagined it would turn out like this!!!,Surprised
"Ugh, this makes me feel sick.!!",Disgust
Let’s take it one step at a time.,Calm
Let’s just focus on finding a solution.!!,Calm
Something doesn’t feel right about this..,Fear
This is completely revolting!!!,Disgust
That’s absolutely disgusting!.,Disgust
I can’t believe how horrible this is....,Disgust
Yay! We won the competition!.,Happy
I feel nauseous just thinking about it.!!,Disgust
Life feels so empty without them....,Sad
"Please don’t leave me alone, I’m afraid..",Fear
I feel on top of the world today!...,Happy
This place is giving me chills.!,Fear
This place is giving me chills.!!,Fear
"I understand, and that’s fine with me.!",Calm
Everything seems hopeless right now.!,Sad
This is the worst thing I’ve ever experienced.!,Disgust
"No way, are you serious?!!",Surprised
I'm shocked by this unexpected news!!!,Surprised
"My heart is racing, I can’t calm down!...",Fear
Why does everything always go wrong?!,Angry
I’m terrified of what might happen.!!,Fear
I just want to be left alone.!!,Sad
This caught me totally off guard!!,Surprised
I feel so lonely and depressed.!,Sad
"Everything is under control, don’t worry....",Calm
"That’s so dirty, I can’t touch it.!",Disgust
I’m not sure I can handle this situation.!!,Fear
Life feels so empty without them.!,Sad
"I can’t stop shaking, I’m so nervous!.",Fear
"Oh my goodness, what a surprise!...",Surprised
Let’s take it one step at a time.,Calm
That was completely out of the blue!,Surprised
This is the worst thing I’ve ever experienced.,Disgust
I’ve lost all motivation to keep going..,Sad
"That seems fair, I agree.!",Calm
"This taste is unbearable, I hate it..",Disgust
I'm absolutely delighted with the results!,Happy
This is making me so angry!,Angry
"I’m speechless, I didn’t see that coming!.",Surprised
Why would anyone do something so gross?!!,Disgust
"What a wonderful day, I feel great!!!",Happy
I’ve lost all motivation to keep going.!!,Sad
I’m okay with whatever you decide.!!,Calm
I’ve had enough of this nonsense!!!,Angry
"What a wonderful day, I feel great!!",Happy
I'm shocked by this unexpected news!!,Surprised
I’m really scared right now.!,Fear
This is completely unacceptable!,Angry
"This is fantastic news, I'm thrilled!!!",Happy
I'm so excited about this new project!!,Happy
"No way, are you serious?...",Surprised
Everything seems hopeless right now.!,Sad
I just want to be left alone....,Sad
"I can't stand this anymore, it's frustrating!...",Angry
"I’m speechless, I didn’t see that coming!...",Surprised
We can discuss this calmly and logically..,Calm
This is completely revolting!!,Disgust
Everything is going better than I expected!!!,Happy
We can discuss this calmly and logically.,Calm
This is completely unacceptable!.,Angry
This situation is driving me crazy!!!,Angry
"That seems fair, I agree.",Calm
"No way, are you serious?.",Surprised
"I can’t stop shaking, I’m so nervous!...",Fear
I feel nauseous just thinking about it..,Disgust
"Please don’t leave me alone, I’m afraid.!",Fear
This caught me totally off guard!!!,Surprised
This place is giving me chills....,Fear
I feel like something bad is going to happen..,Fear
This is completely revolting!!,Disgust
"Everything is under control, don’t worry..",Calm
Why would anyone do something so gross?.,Disgust
Why does this always happen to me?.,Sad
"Everything is under control, don’t worry..",Calm
Why would anyone do something so gross?.,Disgust
I'm feeling really down today....,Sad
What if everything goes wrong?,Fear
This place is giving me chills.!!,Fear
Everything seems hopeless right now..,Sad
"Wow, I did not expect that at all!...",Surprised
This is the worst thing I’ve ever experienced.,Disgust
What if everything goes wrong?!!,Fear
It doesn’t really bother me either way.,Calm
"Please don’t leave me alone, I’m afraid....",Fear
How dare you treat me like this!...,Angry
Everything is going better than I expected!!,Happy
"Everything is under control, don’t worry..",Calm
This is such a sad situation.,Sad
"I’m speechless, I didn’t see that coming!",Surprised
I can’t stand the sight of this.!!,Disgust
I can’t believe this just happened!.,Surprised
"What a wonderful day, I feel great!...",Happy
That’s absolutely disgusting!...,Disgust
"Please don’t leave me alone, I’m afraid....",Fear
"I can’t stop smiling, this is amazing!.",Happy
I’m really scared right now....,Fear
"I can’t stop smiling, this is amazing!!!",Happy
I love how everything is turning out!.,Happy
"Ugh, this makes me feel sick..",Disgust
I love how everything is turning out!,Happy
I'm so excited about this new project!.,Happy
This is making me so angry!!!,Angry
"Oh wow, this is unbelievable!!",Surprised
"I can't stand this anymore, it's frustrating!!",Angry
"I can’t stop crying, it hurts so much.!",Sad
I feel so lonely and depressed..,Sad
"Oh wow, this is unbelievable!.",Surprised
"Wow, I did not expect that at all!.",Surprised
I'm shocked by this unexpected news!,Surprised
"That’s so dirty, I can’t touch it.",Disgust
I’m feeling relaxed and at peace..,Calm
This situation is driving me crazy!!,Angry
I just want to be left alone.!,Sad
"That’s so dirty, I can’t touch it.!!",Disgust
I'm so excited about this new project!!,Happy
I’m terrified of what might happen..,Fear
I won’t tolerate this behavior anymore!!,Angry
I won’t tolerate this behavior anymore!!!,Angry
This situation is driving me crazy!!,Angry
"I understand, and that’s fine with me....",Calm
I feel nauseous just thinking about it.!,Disgust
"There’s no rush, we can work it out.!!",Calm
"Ugh, this makes me feel sick.!",Disgust
This caught me totally off guard!,Surprised
"I can't stand this anymore, it's frustrating!...",Angry
This is the worst thing I’ve ever experienced.!,Disgust
Everything is going better than I expected!.,Happy
I can’t stand the sight of this....,Disgust
This is making me so angry!,Angry
"I can’t stop crying, it hurts so much.!!",Sad
I just want to be left alone..,Sad
I’ve had enough of this nonsense!.,Angry
What if everything goes wrong?...,Fear
Why would anyone do something so gross?.,Disgust
"Stop wasting my time, I’m sick of it!.",Angry
Yay! We won the competition!.,Happy
"I can’t stop crying, it hurts so much.!",Sad
Yay! We won the competition!...,Happy
I feel so lonely and depressed.,Sad
"I can’t stop smiling, this is amazing!",Happy
"That’s so dirty, I can’t touch it..",Disgust
"Everything is under control, don’t worry.",Calm
I’ve lost all motivation to keep going..,Sad
Something doesn’t feel right about this.!,Fear
That was completely out of the blue!...,Surprised
It doesn’t really bother me either way....,Calm
"I can’t stop crying, it hurts so much.!",Sad
"I can’t stop crying, it hurts so much.",Sad
Let’s just focus on finding a solution.,Calm
This is completely unacceptable!!,Angry
I'm so excited about this new project!...,Happy
I feel nauseous just thinking about it..,Disgust
I won’t tolerate this behavior anymore!...,Angry
"I can’t stop shaking, I’m so nervous!!",Fear
"I can't stand this anymore, it's frustrating!.",Angry
I can’t stand the sight of this.,Disgust
This party is so much fun!,Happy
That was completely out of the blue!,Surprised
This is the worst thing I’ve ever experienced.,Disgust
Life feels so empty without them.!!,Sad
"There’s no rush, we can work it out.!",Calm
I feel on top of the world today!.,Happy
I feel like something bad is going to happen....,Fear
"No way, are you serious?...",Surprised
I’ve lost all motivation to keep going.,Sad
