Emotion,Sentence
Disgust,They am nauseated again
Disgust,I feel disgusted today
Disgust,She feel sickened this morning
Disgust,I feel sickened again
Disgust,He seem sickened right now
Disgust,They seem sickened by food
Disgust,They seem nauseated by food
Disgust,He seem disgusted right now
Disgust,She look disgusted again
Disgust,He seem sickened right now
Disgust,He feel grossed right now
Disgust,She am sickened by food
Disgust,She am sickened by food
Disgust,They am repulsed this morning
Disgust,They feel sickened again
Disgust,He seem nauseated again
Disgust,I feel nauseated by food
Disgust,He look disgusted today
Disgust,I feel sickened this morning
Disgust,I seem grossed right now
Disgust,He seem repulsed right now
Disgust,They seem disgusted again
Disgust,They seem repulsed today
Disgust,She look grossed by food
Disgust,He am grossed again
Disgust,They look sickened today
Disgust,She look grossed by food
Disgust,They seem nauseated today
Disgust,They look disgusted today
Disgust,She am nauseated this morning
Disgust,She am repulsed again
Disgust,She am repulsed today
Disgust,She feel sickened right now
Disgust,She look sickened again
Disgust,He look sickened today
Disgust,I seem grossed again
Disgust,I seem nauseated today
Disgust,They look sickened by food
Disgust,I look sickened right now
Disgust,They seem sickened this morning
Disgust,He look sickened today
Disgust,He am grossed this morning
Disgust,He am sickened again
Disgust,They seem grossed this morning
Disgust,They feel sickened this morning
Disgust,They look disgusted by food
Disgust,I seem sickened right now
Disgust,He feel sickened right now
Disgust,They feel nauseated again
Disgust,He look disgusted again
Disgust,They feel repulsed again
Disgust,He look grossed right now
Disgust,I seem grossed this morning
Disgust,He am nauseated today
Disgust,She feel grossed this morning
Disgust,He feel repulsed this morning
Disgust,I look nauseated today
Disgust,He feel disgusted again
Disgust,He seem disgusted this morning
Disgust,I feel sickened again
Disgust,They seem disgusted right now
Disgust,They seem repulsed right now
Disgust,She seem sickened again
Disgust,I seem grossed again
Disgust,They am nauseated right now
Disgust,They feel repulsed by food
Disgust,They feel disgusted by food
Disgust,I am disgusted again
Disgust,They seem grossed today
Disgust,I feel grossed right now
Disgust,They seem disgusted this morning
Disgust,They am sickened this morning
Disgust,He feel repulsed right now
Disgust,He am grossed by food
Disgust,They seem disgusted by food
Disgust,They seem nauseated right now
Disgust,He seem nauseated again
Disgust,They look grossed today
Disgust,He seem repulsed again
Disgust,She feel repulsed by food
Disgust,They seem sickened today
Disgust,They am disgusted right now
Disgust,I am disgusted again
Disgust,They feel disgusted today
Disgust,He seem grossed today
Disgust,He feel sickened again
Disgust,He am repulsed this morning
Disgust,I am grossed this morning
Disgust,They look grossed by food
Disgust,She look disgusted this morning
Disgust,They look sickened this morning
Disgust,I am grossed right now
Disgust,I feel repulsed again
Disgust,They feel repulsed this morning
Disgust,He seem repulsed by food
Disgust,I look grossed today
Disgust,He feel nauseated this morning
Disgust,He feel disgusted by food
Disgust,I look sickened again
Disgust,I seem repulsed right now
Disgust,They am repulsed today
Disgust,They feel sickened by food
Disgust,They look sickened this morning
Disgust,They am disgusted today
Disgust,She am sickened again
Disgust,He feel grossed by food
Disgust,He feel sickened right now
Disgust,I look repulsed right now
Disgust,I look nauseated right now
Disgust,I am grossed today
Disgust,She am nauseated by food
Disgust,He look sickened by food
Disgust,He feel disgusted this morning
Disgust,She seem sickened right now
Disgust,He seem repulsed today
Disgust,He feel disgusted again
Disgust,He look disgusted this morning
Disgust,He look disgusted this morning
Disgust,He look disgusted again
Disgust,They seem repulsed right now
Disgust,She am sickened again
Disgust,I am disgusted again
Disgust,She seem disgusted again
Disgust,He look disgusted this morning
Disgust,He seem repulsed today
Disgust,I look grossed by food
Disgust,She look nauseated this morning
Disgust,She look disgusted right now
Disgust,He look disgusted today
Disgust,I look sickened today
Disgust,They am sickened by food
Disgust,They feel repulsed by food
Disgust,I look nauseated again
Disgust,She feel nauseated today
Disgust,I feel disgusted today
Disgust,She am grossed again
Disgust,She am sickened today
Disgust,I look sickened right now
Disgust,They seem repulsed today
Disgust,I feel sickened again
Disgust,He am disgusted by food
Disgust,She seem nauseated right now
Disgust,I feel repulsed today
Disgust,She feel disgusted today
Disgust,He am disgusted today
Disgust,They seem repulsed this morning
Disgust,I am disgusted this morning
Disgust,They feel nauseated again
Disgust,I look repulsed by food
Disgust,He look repulsed today
Disgust,They seem sickened by food
Disgust,She am sickened this morning
Disgust,They seem sickened right now
Disgust,I seem sickened again
Disgust,They look nauseated again
Disgust,She am nauseated right now
Disgust,She seem grossed again
Disgust,They am repulsed this morning
Disgust,He look sickened today
Disgust,She seem repulsed today
Disgust,She seem sickened by food
Disgust,He seem disgusted right now
Disgust,He feel repulsed right now
Disgust,She am nauseated this morning
Disgust,I seem repulsed right now
Disgust,I seem repulsed this morning
Disgust,I feel nauseated by food
Disgust,He am repulsed right now
Disgust,They feel disgusted by food
Disgust,They seem grossed by food
Disgust,She seem repulsed right now
Disgust,They seem disgusted today
Disgust,I am repulsed again
Disgust,She seem nauseated today
Disgust,He am sickened today
Disgust,She feel grossed this morning
Disgust,She seem nauseated this morning
Disgust,He look grossed today
Disgust,She seem disgusted this morning
Disgust,I feel nauseated by food
Disgust,She seem grossed again
Disgust,He feel nauseated today
Disgust,She seem nauseated by food
Disgust,They feel sickened right now
Disgust,They am sickened this morning
Disgust,I feel grossed this morning
Disgust,She am disgusted again
Disgust,I feel repulsed right now
Disgust,I look grossed today
Disgust,They look grossed right now
Disgust,He seem repulsed again
Disgust,I look repulsed this morning
Disgust,He seem nauseated this morning
Disgust,She feel repulsed right now
Disgust,He am disgusted this morning
Disgust,He feel repulsed right now
Disgust,She feel grossed this morning
Disgust,They feel disgusted today
Disgust,They look nauseated right now
Disgust,He feel grossed again
Disgust,They feel disgusted again
Disgust,She am sickened again
Disgust,They seem repulsed by food
Disgust,They am grossed by food
Disgust,She am nauseated today
Disgust,He am sickened again
Disgust,I look nauseated right now
Disgust,They look sickened again
Disgust,He am repulsed today
Disgust,She look sickened this morning
Disgust,He look disgusted by food
Disgust,I look grossed by food
Disgust,She feel sickened right now
Disgust,She feel grossed again
Disgust,They look grossed right now
Disgust,I look nauseated by food
Disgust,They am nauseated this morning
Disgust,They feel disgusted by food
Disgust,He look disgusted this morning
Disgust,They seem grossed right now
Disgust,He look disgusted this morning
Disgust,He am disgusted by food
Disgust,I look sickened right now
Disgust,I feel grossed again
Disgust,She feel grossed by food
Disgust,She feel repulsed today
Disgust,They look sickened this morning
Disgust,She seem repulsed right now
Disgust,He feel grossed today
Disgust,He am repulsed again
Disgust,They seem sickened this morning
Disgust,He seem nauseated today
Disgust,He look grossed right now
Disgust,I look sickened again
Disgust,She look nauseated today
Disgust,He seem grossed by food
Disgust,She look sickened today
Disgust,I feel sickened today
Disgust,He seem repulsed right now
Disgust,He seem grossed again
Disgust,I feel sickened this morning
Disgust,He look disgusted again
Disgust,I look repulsed right now
Disgust,I seem repulsed again
Disgust,He look disgusted this morning
Disgust,She feel repulsed right now
Disgust,She am nauseated today
Disgust,He am repulsed this morning
Disgust,I seem grossed today
Disgust,He am nauseated this morning
Disgust,He look disgusted by food
Disgust,I look disgusted right now
Disgust,I seem disgusted this morning
Disgust,He feel grossed by food
Disgust,I seem grossed right now
Disgust,She am nauseated today
Disgust,They look repulsed by food
Disgust,He look sickened by food
Disgust,She look grossed right now
Disgust,They feel sickened today
Disgust,He seem disgusted again
Disgust,They seem nauseated this morning
Disgust,He am grossed by food
Disgust,She seem grossed by food
Disgust,He look sickened today
Disgust,He look sickened this morning
Disgust,He feel grossed again
Disgust,I am grossed this morning
Disgust,I am disgusted right now
Disgust,She am nauseated today
Disgust,She feel grossed today
Disgust,He look nauseated again
Disgust,They feel grossed right now
Disgust,They look sickened right now
Disgust,They am sickened this morning
Disgust,He seem disgusted again
Disgust,He seem disgusted again
Disgust,I am grossed today
Disgust,They seem sickened right now
Disgust,He feel disgusted again
Disgust,I look sickened again
Disgust,I look repulsed again
Disgust,They seem grossed again
Disgust,I am disgusted again
Disgust,She look grossed again
Disgust,I seem disgusted again
Disgust,He seem sickened by food
Disgust,He seem nauseated again
Disgust,I am grossed again
Disgust,She am disgusted today
Disgust,She am nauseated today
Disgust,He am disgusted right now
Disgust,I look grossed by food
Disgust,He look repulsed by food
Disgust,He seem sickened today
Disgust,I am repulsed again
Disgust,He feel nauseated by food
Disgust,I seem sickened this morning
Disgust,I seem nauseated again
Disgust,I feel disgusted by food
Disgust,They look grossed by food
Disgust,I feel sickened this morning
Disgust,I seem grossed again
Disgust,He look repulsed right now
Disgust,They look disgusted right now
Disgust,I am sickened by food
Disgust,She feel disgusted by food
Disgust,She feel nauseated today
Disgust,She am sickened this morning
Disgust,They am nauseated again
Disgust,I look sickened today
Disgust,I feel grossed by food
Disgust,I seem repulsed again
Disgust,I look disgusted this morning
Disgust,She look sickened by food
Disgust,I feel disgusted today
Disgust,She look disgusted by food
Disgust,I feel nauseated again
Disgust,They feel sickened this morning
Disgust,I am sickened right now
Disgust,He look sickened today
Disgust,She look grossed today
Disgust,I look nauseated this morning
Disgust,They seem sickened again
Disgust,They seem sickened today
Disgust,They seem repulsed this morning
Disgust,I look nauseated by food
Disgust,She look nauseated by food
Disgust,They seem sickened by food
